// Move to data/assets_data.csv
asset_id,category,type,state,city,condition,purchase_date,last_maintenance_date,next_maintenance_due,usage_hours,assigned_officer,remarks,serial_number,caliber,ammunition_count,assigned_unit,ip_address,firmware_version,os_version,vendor,warranty_expiry,license_plate,fuel_type,assigned_station,mileage_km,battery_health,connectivity,storage_capacity
PDM818178,Weapons,Walther P99,Kedah,Alor Setar,Needs Action,2024-03-05,2024-04-17,2025-01-29,695.0,Baharuddin,Minor wear and tear,CE283851,5.56mm,27.0,Mobile Patrol Force,,,,,,,,,,,,
AST766334,Vehicles,Proton Wira,Kuala Lumpur,Bangsar,Good,2016-01-22,2016-12-20,2017-06-21,,Hafiz,Firmware outdated,,,,,,,,,,WA 7722 H,Diesel,Bangsar District Office,33095.0,,,
EQP992203,Weapons,Baton,Penang,Bukit Mertajam,Good,2017-01-09,2017-08-20,2018-01-23,640.0,Baharuddin,Requires software upgrade,LK512714,9mm,71.0,Anti-Vice Unit,,,,,,,,,,,,
EQP723401,Vehicles,Proton Wira,Perak,Taiping,Needs Action,2017-02-09,2017-08-18,2018-05-02,,Ramlah,Storage capacity low,,,,,,,,,,KD 5233 J,Electric,Taiping Police Station,12263.0,,,
AST682217,Weapons,M16A4,Putrajaya,Presint 8,Damaged,2015-03-19,2015-07-09,2016-01-21,2713.0,Mohd Azlan,Regular maintenance completed,AH540064,7.62mm,3.0,Special Branch,,,,,,,,,,,,
PDM949158,ICT Assets,HP Laptop,Sabah,Tawau,Good,2019-03-31,2019-07-10,2019-11-16,2703.0,Yusof,Network connectivity issues,,,,,10.0.49.186,v1.5.8,v11.5,HP,2021-09-01,,,,,,,
PDM293865,ICT Assets,HP Laptop,Melaka,Melaka City,Good,2015-07-22,2016-02-19,2016-10-18,685.0,Mohd Azlan,Minor wear and tear,,,,,192.168.99.200,v2.7.6,v11.1,HP,2018-09-25,,,,,,,
EQP306630,Vehicles,Honda CBX Motorcycle,Negeri Sembilan,Port Dickson,Damaged,2023-12-11,2024-02-17,2024-10-12,,Ahmad Faiz,Network connectivity issues,,,,,,,,,,KL 1906 E,Electric,Port Dickson Police Station,133226.0,,,
EQP883680,Vehicles,Proton X70,Sarawak,Bintulu,Damaged,2020-10-31,2021-05-12,2021-11-04,,Rohani,Requires cleaning,,,,,,,,,,PN 5984 B,Electric,Bintulu Police Station,175697.0,,,
PDM310490,Weapons,HK416,Perak,Kampar,Damaged,2021-03-20,2022-02-01,2022-09-07,1669.0,Sharifah,Software update pending,VJ381252,.45 ACP,171.0,Criminal Investigation,,,,,,,,,,,,
EQP189280,ICT Assets,iPad Tablet,Negeri Sembilan,Port Dickson,Needs Action,2025-01-20,2025-05-05,2025-12-18,3119.0,Razak,Firmware outdated,,,,,10.0.229.46,v1.4.8,v10.1,Apple,2029-07-05,,,,,,,
EQP676260,Vehicles,Yamaha R25 Motorcycle,Pahang,Jerantut,Good,2018-12-04,2019-05-30,2020-03-26,,Siti Nurhaliza,Requires cleaning,,,,,,,,,,ML 8322 G,Hybrid,Jerantut HQ,66568.0,,,
EQP107096,Weapons,Benelli M4,Sarawak,Bintulu,Needs Action,2022-03-31,2022-10-12,2023-03-10,1612.0,Nurul,Scheduled for maintenance,IO355227,.357 Magnum,23.0,Mobile Patrol Force,,,,,,,,,,,,
PDM200927,ICT Assets,iPad Tablet,Sarawak,Sibu,Needs Action,2024-02-25,2024-08-06,2025-04-14,8602.0,Ahmad Faiz,Regular inspection due,,,,,10.0.52.248,v5.4.2,v9.0,Apple,2028-07-30,,,,,,,
AST731510,Weapons,Walther P99,Perak,Taiping,Damaged,2020-07-08,2020-12-04,2021-07-25,4387.0,Rashid,No issues,SO978586,5.56mm,91.0,Special Branch,,,,,,,,,,,,
AST346237,Vehicles,Honda CBX Motorcycle,Putrajaya,Presint 15,Needs Action,2020-01-13,2020-12-03,2021-07-17,,Rashid,No issues,,,,,,,,,,ML 3143 C,Electric,Presint 15 District Office,193916.0,,,
PDM784197,Vehicles,Honda Civic,Sabah,Sandakan,Good,2023-08-30,2024-01-19,2024-11-18,,Fauziah,Battery degradation,,,,,,,,,,JH 4836 J,Diesel,Sandakan Police Station,13272.0,,,
EQP558119,Weapons,Remington 870,Putrajaya,Presint 15,Damaged,2024-06-12,2025-02-11,2026-01-07,4712.0,Mariam,Regular inspection due,RX138350,.357 Magnum,132.0,Criminal Investigation,,,,,,,,,,,,
EQP279852,Weapons,Sig Sauer P226,Melaka,Alor Gajah,Needs Action,2017-10-22,2018-05-18,2018-10-22,4316.0,Nadia,Software update pending,PH043165,9mm,198.0,Traffic Police,,,,,,,,,,,,
EQP845937,Weapons,Taser,Selangor,Subang Jaya,Needs Action,2016-05-09,2017-01-08,2017-08-20,927.0,Hafiz,Engine overheating,VA105534,.22 LR,102.0,Patrol Unit,,,,,,,,,,,,
EQP962862,Weapons,MP5,Selangor,Petaling Jaya,Damaged,2020-04-24,2020-09-20,2021-02-12,2867.0,Halimah,Needs calibration,WL236209,.45 ACP,80.0,Patrol Unit,,,,,,,,,,,,
AST315228,Weapons,Sig Sauer P226,Kedah,Alor Setar,Good,2020-03-07,2020-11-05,2021-05-06,3780.0,Azmi,Scheduled for maintenance,TJ135212,9mm,10.0,Special Branch,,,,,,,,,,,,
PDM741275,Devices,Axon Body 3,Putrajaya,Presint 1,Good,2019-08-01,2020-01-03,2020-08-06,2546.0,Nadia,Battery replacement needed,,,,,,v2.8,,,,,,,,96%,Bluetooth,64GB
EQP408002,Weapons,Revolver .38 Special,Pahang,Temerloh,Good,2016-05-10,2017-02-09,2017-09-02,1576.0,Sarah,Scheduled for maintenance,QQ790688,.22 LR,15.0,Anti-Vice Unit,,,,,,,,,,,,
EQP286307,ICT Assets,Canon Printer,Kuala Lumpur,Kuala Lumpur,Good,2015-09-01,2016-01-01,2016-07-12,6196.0,Ismail,Storage capacity low,,,,,10.0.123.188,v1.8.3,v12.4,Canon,2018-01-27,,,,,,,
AST615071,ICT Assets,HP Laptop,Putrajaya,Presint 15,Needs Action,2025-07-09,2025-08-13,2026-04-22,7520.0,Kamarul,Regular inspection due,,,,,172.16.164.185,v3.7.5,v12.5,HP,2030-06-03,,,,,,,
AST793408,Vehicles,Honda Civic,Negeri Sembilan,Bahau,Damaged,2025-03-15,2025-08-13,2026-01-19,,Hakim,No issues,,,,,,,,,,PN 5361 C,Petrol,Bahau District Office,149176.0,,,
PDM911193,Vehicles,Proton Wira,Selangor,Petaling Jaya,Good,2020-09-21,2021-09-10,2022-03-26,,Mohd Azlan,Scheduled for maintenance,,,,,,,,,,KB 7410 C,Electric,Petaling Jaya Police Station,42281.0,,,
AST224930,Weapons,Sig Sauer P226,Kuala Lumpur,Kepong,Good,2016-06-30,2017-02-24,2017-07-20,3708.0,Ahmad Faiz,No issues,RZ091903,.357 Magnum,68.0,Cybercrime Unit,,,,,,,,,,,,
EQP971752,Devices,Axon Body 3,Sabah,Lahad Datu,Damaged,2024-03-15,2024-06-24,2025-03-06,2141.0,Azhar,Requires cleaning,,,,,,v1.1,,,,,,,,60%,WiFi,512GB
EQP468222,Weapons,Sig Sauer P226,Selangor,Shah Alam,Good,2019-09-24,2020-01-02,2020-09-19,3002.0,Syafiq,Scheduled for maintenance,RQ236902,.22 LR,16.0,Special Branch,,,,,,,,,,,,
PDM916367,ICT Assets,Palo Alto Firewall,Kuala Lumpur,Bangsar,Good,2015-07-24,2015-12-04,2016-03-31,1603.0,Mohd Azlan,Scheduled for maintenance,,,,,10.0.242.95,v2.0.5,v8.0,Palo Alto,2017-07-20,,,,,,,
EQP968941,Weapons,M4 Carbine,Sarawak,Kuching,Good,2018-01-25,2018-12-14,2019-11-13,4155.0,Hakim,Requires cleaning,BV178927,.45 ACP,198.0,Special Branch,,,,,,,,,,,,
PDM589978,Vehicles,Toyota Hilux,Kelantan,Tanah Merah,Damaged,2022-12-21,2023-02-06,2023-06-15,,Rashid,Battery degradation,,,,,,,,,,PH 1315 E,Diesel,Tanah Merah HQ,31186.0,,,
EQP365182,Vehicles,Proton Wira,Selangor,Petaling Jaya,Needs Action,2022-12-30,2023-07-28,2024-01-27,,Siti Nurhaliza,Storage capacity low,,,,,,,,,,WB 5824 D,Hybrid,Petaling Jaya Police Station,78099.0,,,
EQP474456,Weapons,Sig Sauer P226,Penang,Balik Pulau,Good,2017-12-10,2018-07-21,2019-07-01,4568.0,Aisyah,Hardware replacement needed,RK093578,5.56mm,95.0,Traffic Police,,,,,,,,,,,,
EQP187836,Weapons,MP5,Johor,Johor Bahru,Needs Action,2019-02-22,2019-05-12,2020-02-23,3617.0,Zaharah,Battery degradation,AX928874,.22 LR,26.0,Cybercrime Unit,,,,,,,,,,,,
EQP986988,ICT Assets,HP Laptop,Selangor,Petaling Jaya,Needs Action,2020-05-11,2020-12-12,2021-11-19,2007.0,Nurul,Engine overheating,,,,,10.0.164.2,v1.7.5,v12.4,HP,2022-06-11,,,,,,,
AST886552,Weapons,Glock 19,Selangor,Petaling Jaya,Needs Action,2022-10-27,2023-09-22,2024-03-26,3320.0,Sarah,Requires cleaning,FP641296,.38 Special,124.0,Traffic Police,,,,,,,,,,,,
EQP949642,ICT Assets,Malware Threat Management,Perak,Ipoh,Damaged,2016-10-26,2017-06-08,2017-12-13,3295.0,Haslinda,No issues,,,,,192.168.37.170,v5.2.5,v8.0,Symantec,2020-03-01,,,,,,,
AST771366,Weapons,Walther P99,Melaka,Melaka City,Damaged,2024-09-13,2025-03-05,2025-10-22,2793.0,Kamarul,Software update pending,ZC182456,9mm,199.0,Mobile Patrol Force,,,,,,,,,,,,
AST208197,Weapons,Sig Sauer P226,Kelantan,Pasir Mas,Good,2024-02-29,2024-08-08,2025-04-27,992.0,Ramlah,Firmware outdated,JB500152,.38 Special,129.0,Special Branch,,,,,,,,,,,,
AST105897,ICT Assets,HP Aruba Switch,Kedah,Sungai Petani,Damaged,2020-04-24,2021-04-18,2022-01-03,8734.0,Zaitun,Engine overheating,,,,,10.0.230.162,v5.9.3,v9.2,HP,2022-09-18,,,,,,,
PDM589370,Weapons,Sig Sauer P226,Perak,Kampar,Needs Action,2024-08-16,2025-08-05,2026-02-11,2861.0,Nurul,Requires software upgrade,WJ895125,9mm,53.0,Anti-Vice Unit,,,,,,,,,,,,
PDM708431,Weapons,Remington 870,Melaka,Melaka City,Damaged,2021-01-09,2021-03-10,2021-10-23,3670.0,Zaharah,Performance optimal,QV452141,9mm,51.0,Narcotics Division,,,,,,,,,,,,
EQP707011,ICT Assets,DNS Server,Sabah,Lahad Datu,Good,2022-01-25,2022-12-03,2023-04-22,5197.0,Ahmad Faiz,Performance optimal,,,,,192.168.236.75,v2.2.2,v11.2,Microsoft,2023-03-23,,,,,,,
EQP648951,Vehicles,Honda CBX Motorcycle,Putrajaya,Putrajaya,Needs Action,2017-07-21,2018-02-05,2018-11-22,,Nurul,Engine overheating,,,,,,,,,,PH 8342 E,Hybrid,Putrajaya District Office,24682.0,,,
PDM636676,Devices,Motorola VB400,Kelantan,Kota Bharu,Damaged,2019-09-29,2020-08-24,2020-12-07,2837.0,Mohd Azlan,Storage capacity low,,,,,,v5.8,,,,,,,,61%,WiFi,256GB
AST196954,Weapons,Benelli M4,Kuala Lumpur,Bangsar,Good,2024-11-20,2025-07-18,2026-03-26,2873.0,Azmi,Hardware replacement needed,WO746703,.38 Special,146.0,Traffic Police,,,,,,,,,,,,
AST528669,Vehicles,Proton Wira,Melaka,Jasin,Good,2020-05-26,2020-11-29,2021-08-20,,Ibrahim,No issues,,,,,,,,,,PN 1494 G,Hybrid,Jasin Police Station,7003.0,,,
PDM580279,Devices,Motorola VB400,Terengganu,Dungun,Needs Action,2018-05-31,2019-03-09,2019-10-17,737.0,Farid,No issues,,,,,,v9.3,,,,,,,,96%,USB,1TB
EQP763989,ICT Assets,HP Laptop,Kuala Lumpur,Bangsar,Good,2021-12-26,2022-04-19,2023-01-10,2797.0,Omar,Battery degradation,,,,,10.0.207.50,v3.5.1,v8.3,HP,2026-02-06,,,,,,,
AST121722,Weapons,Glock 19,Melaka,Ayer Keroh,Needs Action,2019-11-24,2020-09-17,2021-06-09,4257.0,Halimah,Requires cleaning,VP376637,.22 LR,55.0,Narcotics Division,,,,,,,,,,,,
EQP325171,Weapons,Walther P99,Selangor,Shah Alam,Damaged,2019-09-28,2019-12-21,2020-10-22,2273.0,Rosnah,Needs calibration,NA628940,.38 Special,9.0,Special Branch,,,,,,,,,,,,
AST823788,ICT Assets,Palo Alto Firewall,Selangor,Klang,Good,2019-09-04,2020-08-28,2021-06-06,7312.0,Fatimah,Engine overheating,,,,,192.168.74.194,v3.5.7,v12.0,Palo Alto,2022-05-26,,,,,,,
AST735652,Weapons,Glock 19,Kedah,Langkawi,Needs Action,2020-02-09,2020-11-12,2021-08-23,4851.0,Hassan,Minor wear and tear,TS183204,.38 Special,84.0,Mobile Patrol Force,,,,,,,,,,,,
EQP741580,ICT Assets,Canon Printer,Melaka,Melaka City,Good,2024-05-22,2024-11-02,2025-05-11,4301.0,Fatimah,Requires cleaning,,,,,172.16.157.110,v4.7.6,v11.0,Canon,2028-02-15,,,,,,,
EQP568827,ICT Assets,HP Laptop,Pahang,Temerloh,Damaged,2016-05-20,2016-10-30,2017-04-30,4377.0,Halimah,Battery degradation,,,,,172.16.45.104,v2.7.2,v9.1,HP,2018-06-30,,,,,,,
EQP445358,Devices,Motorola APX Radio,Kedah,Alor Setar,Good,2019-03-30,2019-12-22,2020-08-21,1222.0,Sharifah,Storage capacity low,,,,,,v9.3,,,,,,,,70%,4G,64GB
EQP409778,Devices,Fingerprint Scanner,Melaka,Jasin,Damaged,2021-02-09,2022-01-13,2022-10-10,2642.0,Suraya,Requires software upgrade,,,,,,v2.2,,,,,,,,68%,5G,1TB
EQP166547,Weapons,Baton,Selangor,Petaling Jaya,Damaged,2016-01-05,2016-07-23,2017-04-19,503.0,Suraya,Minor wear and tear,JF158289,.38 Special,105.0,Patrol Unit,,,,,,,,,,,,
PDM632858,Vehicles,Honda Civic,Sarawak,Sibu,Good,2019-09-16,2019-11-09,2020-10-04,,Mohd Azlan,Engine overheating,,,,,,,,,,ML 3519 C,Electric,Sibu District Office,79096.0,,,
PDM132392,Vehicles,Proton X70,Melaka,Melaka City,Needs Action,2024-05-22,2025-02-24,2025-08-17,,Nadia,Engine overheating,,,,,,,,,,KB 9899 J,Diesel,Melaka City Police Station,164049.0,,,
AST341910,Vehicles,Transport Truck,Kedah,Alor Setar,Good,2015-04-22,2016-04-06,2016-08-10,,Suraya,Network connectivity issues,,,,,,,,,,JH 2056 J,Electric,Alor Setar District Office,98636.0,,,
AST124502,Devices,Motorola VB400,Pahang,Kuantan,Damaged,2021-08-18,2022-02-22,2022-11-19,1007.0,Rohani,Requires cleaning,,,,,,v5.8,,,,,,,,83%,Ethernet,64GB
PDM144880,Weapons,M4 Carbine,Pahang,Temerloh,Damaged,2020-10-18,2021-03-07,2022-02-23,3885.0,Mansor,Minor wear and tear,UC057984,7.62mm,179.0,Traffic Police,,,,,,,,,,,,
AST618629,Devices,Motorola APX Radio,Pahang,Jerantut,Damaged,2022-12-01,2023-09-27,2024-01-29,572.0,Azmi,Firmware outdated,,,,,,v8.5,,,,,,,,95%,4G,16GB
PDM380223,Vehicles,Proton X70,Kuala Lumpur,Kuala Lumpur,Good,2021-12-25,2022-11-30,2023-10-16,,Farid,Engine overheating,,,,,,,,,,TR 1128 F,Petrol,Kuala Lumpur HQ,186748.0,,,
PDM746748,Vehicles,Yamaha R25 Motorcycle,Putrajaya,Putrajaya,Damaged,2022-09-10,2023-05-29,2024-05-08,,Azhar,Minor wear and tear,,,,,,,,,,KL 7686 D,Hybrid,Putrajaya District Office,168910.0,,,
PDM999938,Weapons,Revolver .38 Special,Perak,Taiping,Needs Action,2022-11-28,2023-03-26,2023-11-21,3567.0,Aminah,Camera lens scratched,IE911149,9mm,65.0,Mobile Patrol Force,,,,,,,,,,,,
AST888389,Vehicles,Yamaha R25 Motorcycle,Kelantan,Pasir Mas,Damaged,2022-03-19,2022-10-17,2023-06-29,,Ismail,Firmware outdated,,,,,,,,,,ML 2051 K,Electric,Pasir Mas Police Station,18758.0,,,
PDM439624,Vehicles,Yamaha R25 Motorcycle,Melaka,Ayer Keroh,Good,2021-04-06,2021-09-27,2022-01-17,,Hafiz,Firmware outdated,,,,,,,,,,PN 4455 K,Hybrid,Ayer Keroh Police Station,199473.0,,,
AST699820,Vehicles,Honda CBX Motorcycle,Sarawak,Sibu,Good,2017-06-03,2018-02-18,2019-01-19,,Sharifah,Hardware replacement needed,,,,,,,,,,KD 4968 E,Diesel,Sibu Police Station,198755.0,,,
EQP264940,Vehicles,Honda Civic,Putrajaya,Putrajaya,Damaged,2016-10-17,2017-08-02,2018-02-28,,Sarah,No issues,,,,,,,,,,KL 6780 K,Diesel,Putrajaya District Office,30798.0,,,
AST854023,Vehicles,Honda Civic,Selangor,Subang Jaya,Damaged,2019-04-10,2019-08-22,2020-07-09,,Noraini,No issues,,,,,,,,,,PN 4480 G,Hybrid,Subang Jaya HQ,131303.0,,,
PDM317910,Weapons,Benelli M4,Perak,Taiping,Needs Action,2020-02-21,2021-02-09,2021-08-31,3749.0,Kamarul,Regular inspection due,VW657177,.45 ACP,71.0,Anti-Vice Unit,,,,,,,,,,,,
PDM389956,Weapons,M16A4,Penang,Balik Pulau,Good,2015-12-08,2016-08-13,2016-12-29,4378.0,Zaitun,Camera lens scratched,EI918152,.357 Magnum,12.0,Cybercrime Unit,,,,,,,,,,,,
PDM307643,ICT Assets,HP Laptop,Kedah,Kulim,Good,2020-05-28,2020-09-11,2021-08-17,8246.0,Aisyah,Regular inspection due,,,,,192.168.109.107,v1.5.6,v10.4,HP,2021-11-22,,,,,,,
AST777831,Weapons,HK416,Putrajaya,Putrajaya,Needs Action,2019-07-14,2020-07-07,2021-02-27,3446.0,Suraya,Regular inspection due,EO210925,.38 Special,174.0,Mobile Patrol Force,,,,,,,,,,,,
EQP624239,Weapons,M4 Carbine,Pahang,Jerantut,Needs Action,2021-08-04,2022-06-13,2022-10-02,2856.0,Kamarul,Needs calibration,HQ847505,.45 ACP,9.0,Anti-Vice Unit,,,,,,,,,,,,
EQP238579,Weapons,M16A4,Sarawak,Sibu,Damaged,2017-10-14,2018-01-17,2018-12-21,121.0,Nadia,Scheduled for maintenance,YD164661,.45 ACP,166.0,Special Branch,,,,,,,,,,,,
EQP574909,Vehicles,Toyota Hilux,Penang,Butterworth,Damaged,2017-09-25,2018-08-14,2019-08-06,,Azmi,Requires software upgrade,,,,,,,,,,PN 7447 K,Diesel,Butterworth District Office,147543.0,,,
EQP404927,Weapons,Walther P99,Johor,Muar,Needs Action,2020-05-04,2020-12-06,2021-09-20,2107.0,Farid,Regular maintenance completed,GO038824,.38 Special,196.0,Special Branch,,,,,,,,,,,,
EQP339676,Devices,Motorola VB400,Penang,George Town,Damaged,2022-12-16,2023-07-23,2024-02-21,904.0,Kamal,Requires software upgrade,,,,,,v4.1,,,,,,,,64%,Bluetooth,32GB
PDM151427,Weapons,Remington 870,Sabah,Kota Kinabalu,Good,2024-02-22,2024-11-14,2025-04-30,3581.0,Halimah,Storage capacity low,PU033887,.38 Special,116.0,Anti-Vice Unit,,,,,,,,,,,,
PDM896078,Vehicles,Proton X70,Selangor,Klang,Damaged,2015-05-13,2016-03-31,2017-03-26,,Hamid,Performance optimal,,,,,,,,,,PN 2306 D,Diesel,Klang District Office,195136.0,,,
PDM383835,Devices,Motorola VB400,Johor,Batu Pahat,Damaged,2020-05-03,2020-12-19,2021-11-04,751.0,Syafiq,Regular maintenance completed,,,,,,v10.9,,,,,,,,60%,Ethernet,16GB
PDM917271,ICT Assets,Windows Server 2019,Kuala Lumpur,Kuala Lumpur,Damaged,2016-07-09,2016-09-21,2017-02-03,6027.0,Haslinda,Requires software upgrade,,,,,192.168.118.247,v5.5.3,v8.0,Microsoft,2020-03-09,,,,,,,
EQP500377,Vehicles,Toyota Hilux,Perak,Kampar,Good,2017-01-19,2017-07-16,2017-10-17,,Rosnah,Storage capacity low,,,,,,,,,,KB 2157 E,Petrol,Kampar Police Station,72437.0,,,
EQP965279,Weapons,Taser,Sabah,Lahad Datu,Good,2021-12-02,2022-11-05,2023-04-27,4895.0,Noraini,Requires cleaning,JL660498,.45 ACP,161.0,Criminal Investigation,,,,,,,,,,,,
PDM854172,Vehicles,Honda CBX Motorcycle,Kuala Lumpur,Cheras,Damaged,2019-11-13,2020-02-28,2020-08-30,,Noraini,Battery degradation,,,,,,,,,,TR 6798 H,Hybrid,Cheras District Office,101553.0,,,
PDM691580,Devices,Hikvision CCTV,Kelantan,Tanah Merah,Good,2024-02-09,2024-04-06,2025-01-07,363.0,Sharifah,Requires cleaning,,,,,,v2.9,,,,,,,,74%,USB,32GB
EQP486011,Vehicles,Transport Truck,Selangor,Petaling Jaya,Damaged,2023-05-21,2024-01-29,2024-09-15,,Zaitun,Battery replacement needed,,,,,,,,,,WC 1703 F,Diesel,Petaling Jaya Police Station,74540.0,,,
AST454064,ICT Assets,Fortinet Firewall,Selangor,Subang Jaya,Needs Action,2016-01-02,2016-09-04,2017-04-18,1129.0,Suraya,Requires cleaning,,,,,192.168.109.206,v5.7.1,v12.2,Fortinet,2017-07-10,,,,,,,
AST575584,Weapons,Sig Sauer P226,Kuala Lumpur,Kepong,Damaged,2024-07-23,2025-05-22,2026-05-22,3898.0,Ibrahim,Firmware outdated,PZ515604,5.56mm,36.0,Cybercrime Unit,,,,,,,,,,,,
AST186990,Weapons,MP5,Putrajaya,Presint 15,Damaged,2020-04-21,2020-10-15,2021-08-12,2230.0,Rosnah,Camera lens scratched,DW059001,9mm,104.0,Narcotics Division,,,,,,,,,,,,
PDM605408,ICT Assets,iPad Tablet,Johor,Muar,Damaged,2018-10-16,2018-11-30,2019-05-25,7772.0,Syafiq,Performance optimal,,,,,172.16.212.129,v3.4.6,v9.0,Apple,2022-07-02,,,,,,,
PDM583593,Vehicles,Transport Truck,Perak,Ipoh,Needs Action,2016-08-19,2016-11-08,2017-03-29,,Mansor,Hardware replacement needed,,,,,,,,,,WB 4504 H,Diesel,Ipoh Police Station,193955.0,,,
PDM985513,Vehicles,Transport Truck,Sarawak,Kuching,Needs Action,2025-03-01,2025-08-13,2025-12-14,,Mariam,Hardware replacement needed,,,,,,,,,,PN 4302 C,Petrol,Kuching HQ,157368.0,,,
EQP976001,ICT Assets,HP Laptop,Perak,Ipoh,Needs Action,2024-04-01,2024-08-27,2025-04-29,2869.0,Sharifah,Battery replacement needed,,,,,10.0.236.224,v1.8.9,v12.5,HP,2025-11-20,,,,,,,
PDM970623,Devices,Fingerprint Scanner,Kelantan,Kota Bharu,Needs Action,2016-04-12,2016-10-11,2017-07-29,924.0,Fauziah,Requires software upgrade,,,,,,v7.3,,,,,,,,85%,USB,16GB
AST119821,Vehicles,Yamaha R25 Motorcycle,Putrajaya,Presint 1,Good,2024-11-15,2025-08-21,2026-07-28,,Baharuddin,Storage capacity low,,,,,,,,,,JH 6969 B,Petrol,Presint 1 District Office,171051.0,,,
AST279945,Weapons,Benelli M4,Terengganu,Dungun,Needs Action,2023-08-11,2024-04-12,2024-08-31,3051.0,Khadijah,Network connectivity issues,BY198790,.22 LR,133.0,Narcotics Division,,,,,,,,,,,,
EQP289215,Vehicles,Toyota Hilux,Kuala Lumpur,Kepong,Good,2024-11-10,2025-07-29,2026-07-13,,Yusof,Regular inspection due,,,,,,,,,,WB 1124 J,Electric,Kepong District Office,83907.0,,,
EQP157861,ICT Assets,Huawei AR Router,Kedah,Alor Setar,Damaged,2018-05-01,2018-10-13,2019-03-30,4569.0,Zaharah,Regular maintenance completed,,,,,172.16.247.139,v4.1.5,v12.3,Huawei,2021-05-31,,,,,,,
PDM350069,ICT Assets,HP Laptop,Melaka,Alor Gajah,Needs Action,2023-12-31,2024-06-30,2024-12-05,6251.0,Zulkifli,Firmware outdated,,,,,172.16.26.225,v2.3.6,v10.1,HP,2028-07-03,,,,,,,
PDM969157,ICT Assets,HP Laptop,Kelantan,Tanah Merah,Good,2019-04-04,2019-08-24,2020-01-09,2774.0,Zarina,Network connectivity issues,,,,,192.168.70.75,v3.1.4,v11.1,HP,2023-11-22,,,,,,,
EQP611110,ICT Assets,Cisco Catalyst Switch,Putrajaya,Presint 15,Needs Action,2016-05-05,2017-01-30,2017-09-07,2505.0,Halimah,Requires software upgrade,,,,,172.16.119.76,v5.8.8,v11.3,Cisco,2020-08-12,,,,,,,
AST731112,Weapons,Baton,Pahang,Bentong,Damaged,2016-06-13,2016-12-02,2017-06-25,510.0,Hamid,Regular inspection due,MG392930,7.62mm,163.0,Special Branch,,,,,,,,,,,,
PDM303654,ICT Assets,iPad Tablet,Kedah,Alor Setar,Needs Action,2021-04-14,2021-07-04,2022-06-15,6361.0,Nurul,Hardware replacement needed,,,,,192.168.54.91,v1.8.6,v12.2,Apple,2024-08-30,,,,,,,
EQP239207,Weapons,Walther P99,Melaka,Jasin,Good,2019-07-05,2020-02-01,2021-01-24,3430.0,Aminah,No issues,CU180055,7.62mm,133.0,Mobile Patrol Force,,,,,,,,,,,,
AST109299,Weapons,Sig Sauer P226,Kedah,Sungai Petani,Damaged,2021-10-10,2022-02-04,2022-11-15,3351.0,Mohd Azlan,Hardware replacement needed,WD212478,.45 ACP,140.0,Special Branch,,,,,,,,,,,,
EQP658745,Weapons,Walther P99,Kedah,Kulim,Good,2023-04-28,2023-08-20,2024-05-19,4554.0,Mansor,Scheduled for maintenance,GD172570,.22 LR,134.0,Cybercrime Unit,,,,,,,,,,,,
EQP170970,ICT Assets,Huawei AR Router,Penang,George Town,Needs Action,2024-09-21,2025-07-03,2026-01-02,989.0,Kamal,No issues,,,,,10.0.213.78,v1.1.5,v11.4,Huawei,2026-06-06,,,,,,,
EQP322264,Weapons,HK416,Penang,George Town,Needs Action,2016-10-04,2017-04-09,2017-09-20,4991.0,Hamid,Software update pending,KB608680,.22 LR,98.0,Mobile Patrol Force,,,,,,,,,,,,
EQP800541,Vehicles,Honda CBX Motorcycle,Pahang,Bentong,Damaged,2022-04-11,2023-02-02,2023-06-13,,Zarina,Software update pending,,,,,,,,,,KB 4170 J,Hybrid,Bentong District Office,16430.0,,,
PDM741728,Weapons,Glock 19,Putrajaya,Putrajaya,Good,2025-12-29,2025-08-04,2026-01-26,2924.0,Mansor,Hardware replacement needed,WH019867,7.62mm,163.0,Traffic Police,,,,,,,,,,,,
PDM114545,ICT Assets,Canon Printer,Penang,Bukit Mertajam,Needs Action,2025-01-25,2025-08-04,2026-05-02,7536.0,Suraya,Storage capacity low,,,,,172.16.94.217,v5.9.3,v9.2,Canon,2027-07-02,,,,,,,
PDM459254,Weapons,M16A4,Kuala Lumpur,Kepong,Needs Action,2020-12-05,2021-08-21,2022-02-04,4227.0,Hakim,No issues,UQ002170,9mm,119.0,Cybercrime Unit,,,,,,,,,,,,
EQP733028,Vehicles,Honda CBX Motorcycle,Perak,Sitiawan,Good,2023-11-11,2024-01-07,2024-07-21,,Azhar,Needs calibration,,,,,,,,,,JH 2622 H,Petrol,Sitiawan Police Station,102572.0,,,
AST951342,Devices,Axon Body 3,Kelantan,Machang,Needs Action,2018-05-18,2018-12-18,2019-03-21,2610.0,Hafiz,Camera lens scratched,,,,,,v5.6,,,,,,,,98%,4G,1TB
PDM643341,Vehicles,Proton X70,Melaka,Alor Gajah,Needs Action,2016-12-31,2017-07-28,2018-05-10,,Normah,Minor wear and tear,,,,,,,,,,TR 4235 G,Electric,Alor Gajah Police Station,130195.0,,,
EQP538514,ICT Assets,DNS Server,Kuala Lumpur,Kepong,Needs Action,2015-07-13,2015-09-29,2016-02-15,1473.0,Razak,No issues,,,,,172.16.39.27,v4.3.5,v12.4,Microsoft,2017-07-06,,,,,,,
